"n","p1","p2","r","zero_benchmark","nb_discoveries","nb_real_discoveries","distance_tot","distance_U","distance_V","sinTheta_tot","sinTheta_U","sinTheta_V","prediction_tot","prediction_U","prediction_V","TPR","TNR","FPR","FNR","noise","method","prop_missing","overlapping_amount","n.1","r_pca","exp"
100,50,50,2,2,100,81,2.28541091184982,1.58766606668564,1.64265539275923,3.26378307701739,3.08991543066108,3.40991362185628,1.52908675442436,258.209839004769,272.549136594826,0.296296296296296,0.684210526315789,0.703703703703704,0.2,1,"Alt-0.01",0.3,0,100,0,1
100,50,50,2,2,100,52,2.55633679090171,1.77957654483739,1.81979273313917,2.84291309655804,3.24304641979887,3.27191598266981,1.41741270049124,297.664471642932,285.245307537967,0.25,0.645833333333333,0.75,0.566666666666667,1,"Alt-0.05",0.3,0,100,0,1
100,50,50,2,2,100,5,2.03724035215223,1.4082141145973,1.47216889644568,1.17111064842932,2.89453002166865,2.92690758644041,0.186218453454391,205.634332109332,183.083124678241,0.2,0.694736842105263,0.8,0.966666666666667,1,"Alt-0.1",0.3,0,100,0,1
100,50,50,2,2,100,4,2.41577367780989,1.61421519349204,1.79729568281868,2.38087305794866,2.9951344463741,3.116697680836,1.18361631920464,263.517624661344,280.226149453636,0.25,0.697916666666667,0.75,0.966666666666667,1,"Alt-0.5",0.3,0,100,0,1
100,50,50,2,2,100,100,3.57747227460692,2.26630975952948,2.72996522442998,11.7148939036961,6.02381013784694,7.66702707477664,6.12247921967267,489.779003219585,717.771456409834,0.3,0,0.7,0,1,"CCA-mean",0.3,0,100,0,1
100,50,50,2,2,100,99,3.72115497730023,2.34142975961493,2.81709634255925,13.0588429041985,6.37419464972267,8.27883511618475,6.57198748236507,502.459879540897,737.31749416607,0.292929292929293,0,0.707070707070707,0.0333333333333333,1,"CCA-median",0.3,0,100,0,1
100,50,50,2,2,100,100,2.62135292548235,1.8038130552175,1.90191342543375,6.47686009812028,5.69376929017197,6.38533512810544,3.06934327511464,364.732559687514,397.80311970591,0.3,0,0.7,0,1,"RRR",0,0.5,100,0,1
100,50,50,2,2,100,100,2.62763602900017,1.79555928481198,1.9177008028387,6.81707993467766,5.4966449709185,6.81196581496404,3.14713405469282,357.509302325385,389.436537898942,0.3,0,0.7,0,1,"Alt-1e-04",0,0.5,100,0,1
100,50,50,2,2,100,100,2.59574705759079,1.77887540713538,1.88929414271182,6.53242605656422,5.39397246824813,6.51817954098573,3.06961143959231,353.04370889619,376.939593467263,0.3,0,0.7,0,1,"Alt-5e-04",0,0.5,100,0,1
100,50,50,2,2,100,100,2.56004431978319,1.76114584406263,1.85657219531801,6.18877319847054,5.27570687745906,6.14285755193191,2.98441093682075,348.779631413776,362.598778340916,0.3,0,0.7,0,1,"Alt-0.001",0,0.5,100,0,1
100,50,50,2,2,100,98,2.33929529170045,1.64548323045517,1.65788801827548,4.43238977914615,4.7002961916904,4.15911488445679,2.49502503774607,322.39232838693,282.075966152252,0.295918367346939,0.5,0.704081632653061,0.0333333333333333,1,"Alt-0.005",0,0.5,100,0,1
100,50,50,2,2,100,95,2.11551482760656,1.5117858066248,1.47209305835633,3.45465772659785,4.00200854347746,3.22347484206412,2.13276915009709,278.489389843124,225.79428454205,0.294736842105263,0.6,0.705263157894737,0.0666666666666667,1,"Alt-0.01",0,0.5,100,0,1
100,50,50,2,2,100,71,1.85277708527799,1.2754852913885,1.33446049923974,3.02584357865851,3.13545128752409,3.8580924917805,1.48738615084893,196.916633243179,178.504616109989,0.366197183098592,0.862068965517241,0.633802816901408,0.133333333333333,1,"Alt-0.05",0,0.5,100,0,1
100,50,50,2,2,100,59,1.78079262503626,1.17604818375931,1.31375736436797,2.77454545107605,2.59034029751132,2.85799885548937,1.24816203785809,133.940372596842,161.951232397676,0.372881355932203,0.804878048780488,0.627118644067797,0.266666666666667,1,"Alt-0.1",0,0.5,100,0,1
100,50,50,2,2,100,8,2.53116780464499,1.79580353459046,1.77410046390146,3.52887268510286,3.52371811498579,3.10967940587004,1.72738233926338,308.207259802169,294.714268845396,0.375,0.706521739130435,0.625,0.9,1,"Alt-0.5",0,0.5,100,0,1
100,50,50,2,2,100,100,2.63885839565503,1.79989242343109,1.92905085394647,6.90535205523178,5.55996976532811,6.88180565998167,3.17196332975063,360.964864679429,395.151215549209,0.3,0,0.7,0,1,"CCA-mean",0,0.5,100,0,1
100,50,50,2,2,100,100,2.63885839565503,1.79989242343109,1.92905085394647,6.90535205523178,5.55996976532811,6.88180565998167,3.17196332975063,360.964864679429,395.151215549209,0.3,0,0.7,0,1,"CCA-median",0,0.5,100,0,1
100,50,50,2,2,100,99,3.02885555390969,2.24459814220508,2.0334496046784,7.51665118231897,6.19531822576935,5.8519884892589,3.49014804994123,546.848606890621,394.360595970632,0.292929292929293,0,0.707070707070707,0.0333333333333333,1,"RRR",0.05,0.5,100,0,1
100,50,50,2,2,100,100,3.24349182946594,2.30897117058906,2.27789561158274,11.0156928781471,6.70132621977245,8.19927789940766,4.14399071863162,524.679193809944,537.639866767793,0.3,0,0.7,0,1,"Alt-1e-04",0.05,0.5,100,0,1
100,50,50,2,2,100,100,3.17123538672661,2.26900957384287,2.21502067461963,10.476283429662,6.4119836389096,8.10225075941347,3.9832572673531,513.630319151267,503.705981357037,0.3,0,0.7,0,1,"Alt-5e-04",0.05,0.5,100,0,1
100,50,50,2,2,100,100,3.06282704456905,2.2074898249854,2.12076147430443,9.73921419289901,6.09921075884268,7.96429132025001,3.72448375500937,495.331295406627,453.281849824581,0.3,0,0.7,0,1,"Alt-0.001",0.05,0.5,100,0,1
100,50,50,2,2,100,95,2.08538332930168,1.5481590646649,1.39435631971005,4.24366082326201,5.17944015383059,4.68738427170028,1.71362522747218,238.683365965623,180.514471704278,0.305263157894737,0.8,0.694736842105263,0.0333333333333333,1,"Alt-0.005",0.05,0.5,100,0,1
100,50,50,2,2,100,89,2.1592963414439,1.5243466713856,1.52445832006445,3.84416254639827,5.01918933519525,4.60862458861008,1.72138938772201,214.979704669352,228.019733253832,0.325842696629214,0.909090909090909,0.674157303370786,0.0333333333333333,1,"Alt-0.01",0.05,0.5,100,0,1
100,50,50,2,2,100,69,2.34451550473402,1.76252908687955,1.52438105748116,3.10465609434848,3.46396468849748,3.28944863065791,1.93645293655325,330.745392290035,250.128629019586,0.318840579710145,0.741935483870968,0.681159420289855,0.266666666666667,1,"Alt-0.05",0.05,0.5,100,0,1
100,50,50,2,2,100,49,2.42843450051551,1.83319376940902,1.58887399064085,2.64002069677839,3.44249089331864,3.16319345528298,1.83229189600352,349.115052189921,241.852504494416,0.285714285714286,0.686274509803922,0.714285714285714,0.533333333333333,1,"Alt-0.1",0.05,0.5,100,0,1
100,50,50,2,2,100,7,2.73991510100845,1.91309814583446,1.9614255640116,2.85383716467515,3.21994522859585,3.34382309090493,2.00787893614974,342.875970978929,344.098368957709,0,0.67741935483871,1,1,1,"Alt-0.5",0.05,0.5,100,0,1
100,50,50,2,2,100,100,3.31654461571757,2.43870483217783,2.24433901680313,11.6184342671959,7.86318817347903,8.20649725722282,4.24423789234351,591.277010681493,521.477397197508,0.3,0,0.7,0,1,"CCA-mean",0.05,0.5,100,0,1
100,50,50,2,2,100,100,3.2950641374533,2.37377314568798,2.28215251092478,11.4751562308121,7.42674316483116,8.38652080858099,4.21185468350948,551.286348594228,528.327566655998,0.3,0,0.7,0,1,"CCA-median",0.05,0.5,100,0,1
100,50,50,2,2,100,100,2.74415620040724,1.98031494668677,1.87710662773535,7.48889492157936,5.2826715090789,4.19673637681451,2.75840103486951,416.536056434293,290.677946929517,0.3,0,0.7,0,1,"RRR",0.1,0.5,100,0,1
100,50,50,2,2,100,100,2.69646812023967,1.9180848662922,1.76432189993117,6.94055817539127,5.13020166849597,3.95149652627526,2.66687901402683,389.799838994068,304.829033074271,0.3,0,0.7,0,1,"Alt-1e-04",0.1,0.5,100,0,1
100,50,50,2,2,100,100,2.6406928291589,1.88210158072226,1.73743550722139,6.51567633325376,4.86930669364493,3.93414931003954,2.49792751197849,372.864146417581,300.080404693718,0.3,0,0.7,0,1,"Alt-5e-04",0.1,0.5,100,0,1
100,50,50,2,2,100,100,2.57834015237145,1.84232602814959,1.71196323382279,6.04988782653941,4.55146321089445,3.91709476915292,2.30274243473435,349.174508309056,296.792595193189,0.3,0,0.7,0,1,"Alt-0.001",0.1,0.5,100,0,1
100,50,50,2,2,100,92,2.37785215610637,1.72553607176906,1.59497277453681,4.37894140305936,3.51657349336933,3.8966746789823,1.92932677631607,272.238440351074,230.096512511055,0.293478260869565,0.625,0.706521739130435,0.1,1,"Alt-0.005",0.1,0.5,100,0,1
100,50,50,2,2,100,92,2.31668675968162,1.68825827438029,1.55929116640739,3.66531952565717,3.47846451599825,3.53921712979215,1.76227216106457,258.501976105918,237.23552308645,0.304347826086957,0.75,0.695652173913043,0.0666666666666667,1,"Alt-0.01",0.1,0.5,100,0,1
100,50,50,2,2,100,65,2.25266839506391,1.57494012464558,1.58742001421118,2.56529866204087,3.21777981954473,3.2758491975089,1.47895268826313,248.660506618409,265.384965528007,0.307692307692308,0.714285714285714,0.692307692307692,0.333333333333333,1,"Alt-0.05",0.1,0.5,100,0,1
100,50,50,2,2,100,52,2.26199530048173,1.57152755227732,1.60874130453955,2.50412511130083,3.15214427854444,3.2747056374653,1.31753000452692,242.647325741581,263.030488619115,0.384615384615385,0.791666666666667,0.615384615384615,0.333333333333333,1,"Alt-0.1",0.1,0.5,100,0,1
100,50,50,2,2,100,4,2.35648413433861,1.84758830784161,1.46268073071568,3.33879140135215,3.16607706597096,2.98801385066538,1.60386710904172,292.636757861876,216.951592932596,0.5,0.708333333333333,0.5,0.933333333333333,1,"Alt-0.5",0.1,0.5,100,0,1
100,50,50,2,2,100,100,2.90150268476079,2.07534229377719,2.02581225695894,8.17677405454032,5.88331603743134,5.45048493651964,3.45895379376838,483.876911947137,356.343906867581,0.3,0,0.7,0,1,"CCA-mean",0.1,0.5,100,0,1
100,50,50,2,2,100,99,2.91708797224642,2.07976772957191,2.04118036616908,8.18475992874533,5.95644259413604,5.62617229363781,3.50648191414668,489.258482868459,360.965778374822,0.303030303030303,1,0.696969696969697,0,1,"CCA-median",0.1,0.5,100,0,1
100,50,50,2,2,100,100,2.9627568940229,1.88741249717614,2.28257659029716,8.54305859122223,4.69269299947393,7.20806290870483,3.0888808421375,330.928956774995,474.57663833217,0.3,0,0.7,0,1,"RRR",0.15,0.5,100,0,1
100,50,50,2,2,100,100,2.93260343074642,1.90896339173353,2.22607466512227,8.5382212765189,4.83462822601097,6.936724757815,3.06068834401893,338.75127862166,462.374483840357,0.3,0,0.7,0,1,"Alt-1e-04",0.15,0.5,100,0,1
100,50,50,2,2,100,98,2.7992052955856,1.90278506415235,2.05302174112723,7.42107190821794,5.09725895743596,5.53070103617727,2.74048397411002,331.685365121455,403.666591932562,0.306122448979592,1,0.693877551020408,0,1,"Alt-5e-04",0.15,0.5,100,0,1
100,50,50,2,2,100,98,2.7134259714375,1.87522592975889,1.96112482653588,6.62642111518369,5.07375710010471,4.81459786242759,2.48550884998969,318.283009011445,376.193911793564,0.306122448979592,1,0.693877551020408,0,1,"Alt-0.001",0.15,0.5,100,0,1
100,50,50,2,2,100,91,2.73494254691288,1.87777566004212,1.98771030130404,5.58280749521895,4.27751427618357,4.92443001613544,2.05289521261782,374.963629699922,369.460314105887,0.296703296703297,0.666666666666667,0.703296703296703,0.1,1,"Alt-0.005",0.15,0.5,100,0,1
100,50,50,2,2,100,86,2.74578295447984,1.90717714562756,1.89266398814013,4.49252613218214,4.04307059324037,4.38784310111504,1.8546935716736,368.856408696996,325.971106762826,0.27906976744186,0.571428571428571,0.720930232558139,0.2,1,"Alt-0.01",0.15,0.5,100,0,1
100,50,50,2,2,100,63,2.54526330500083,1.87214201190639,1.71965973831097,4.03401196580934,3.77749288029462,3.59720889531686,1.70063968750953,326.377831679773,295.524294037947,0.317460317460317,0.72972972972973,0.682539682539683,0.333333333333333,1,"Alt-0.05",0.15,0.5,100,0,1
100,50,50,2,2,100,44,2.61878476891774,1.89275135812646,1.7615095427958,2.73328747029523,3.4413626120584,3.31265359165668,1.36338150375092,306.792118808058,257.58649353963,0.295454545454545,0.696428571428571,0.704545454545455,0.566666666666667,1,"Alt-0.1",0.15,0.5,100,0,1
100,50,50,2,2,100,4,2.48224404640354,1.73452202853578,1.7756601133906,2.22908366961619,3.06186639412258,3.13041387031028,1.10405274529342,247.426548060627,287.223527572657,0,0.6875,1,1,1,"Alt-0.5",0.15,0.5,100,0,1
100,50,50,2,2,100,100,3.4764507385514,2.16783356832626,2.71759490925509,13.9186710564714,5.80909996133224,11.7605881270215,4.61717499967392,469.253286363918,651.129901770128,0.3,0,0.7,0,1,"CCA-mean",0.15,0.5,100,0,1
100,50,50,2,2,100,100,3.4622882451588,2.1485868381808,2.71274119828755,13.5510430968393,5.63033667297596,11.3872230047178,4.83028879094623,498.009542370778,652.974208392951,0.3,0,0.7,0,1,"CCA-median",0.15,0.5,100,0,1
100,50,50,2,2,100,100,2.7448246452715,1.8698058025538,2.00774049573607,7.24964703604726,4.7388475077342,5.43223872651775,2.49309213899595,299.000607435074,383.958349108019,0.3,0,0.7,0,1,"RRR",0.2,0.5,100,0,1
100,50,50,2,2,100,100,2.80806001385172,1.94854218097954,2.00627474246262,5.86991333320949,4.88975346845674,4.39041686849141,2.21338588308942,318.007726471147,355.089616468625,0.3,0,0.7,0,1,"Alt-1e-04",0.2,0.5,100,0,1
100,50,50,2,2,100,100,2.78902556906973,1.93461831509324,1.9949522824882,5.66250347456238,4.81469303667301,4.33288124564076,2.15696540298847,313.437602251174,350.565652470172,0.3,0,0.7,0,1,"Alt-5e-04",0.2,0.5,100,0,1
100,50,50,2,2,100,100,2.76387566746533,1.91564432914815,1.98044343876234,5.42585648383386,4.72552091980139,4.26923046096286,2.09059318037376,307.422249713058,345.935306629664,0.3,0,0.7,0,1,"Alt-0.001",0.2,0.5,100,0,1
100,50,50,2,2,100,94,2.58800005926064,1.79056815736054,1.86240552562665,4.08403445415028,3.86280751249577,3.97248025955227,1.81737342346023,273.936135448348,307.078843709812,0.308510638297872,0.833333333333333,0.691489361702128,0.0333333333333333,1,"Alt-0.005",0.2,0.5,100,0,1
100,50,50,2,2,100,91,2.66499269597237,1.8010552594688,1.90442709474976,3.53907869848684,3.63231427493153,3.83119753682745,1.80098791652707,262.144834726264,324.259582284313,0.274725274725275,0.444444444444444,0.725274725274725,0.166666666666667,1,"Alt-0.01",0.2,0.5,100,0,1
100,50,50,2,2,100,62,2.53509776528093,1.81429473391073,1.76281034429389,3.09912024328451,3.72402067413596,3.42936340601757,1.48769430261474,279.595512144402,279.901132910993,0.274193548387097,0.657894736842105,0.725806451612903,0.433333333333333,1,"Alt-0.05",0.2,0.5,100,0,1
100,50,50,2,2,100,39,2.55561450008791,1.78308665144051,1.82085551460902,2.62459424094552,3.16318561415032,3.41371476566621,1.60956364201633,270.931493259894,290.683889423644,0.205128205128205,0.639344262295082,0.794871794871795,0.733333333333333,1,"Alt-0.1",0.2,0.5,100,0,1
100,50,50,2,2,100,4,2.41086044639403,1.73212553911822,1.67688958980182,2.89763966117528,3.18056226410795,2.90879042995031,1.47315552378062,259.965202969095,223.812718011485,0.5,0.708333333333333,0.5,0.933333333333333,1,"Alt-0.5",0.2,0.5,100,0,1
100,50,50,2,2,100,100,3.20455185162359,2.28941280177905,2.23118969601805,8.93115647175288,7.18802149431581,5.51725064830607,3.92836838919881,438.333684937799,440.644868418531,0.3,0,0.7,0,1,"CCA-mean",0.2,0.5,100,0,1
100,50,50,2,2,100,100,3.18952235959636,2.2622107657873,2.2437093236162,9.32934305083689,7.15139741334029,5.88503801314264,4.05224228321522,432.199683622005,455.975711232789,0.3,0,0.7,0,1,"CCA-median",0.2,0.5,100,0,1
100,50,50,2,2,100,100,3.02232935437121,2.10465527023333,2.13008030396227,8.83255614111174,4.83099982071079,6.09735362999446,3.7044591604435,444.488180545238,472.698040755015,0.3,0,0.7,0,1,"RRR",0.25,0.5,100,0,1
100,50,50,2,2,100,100,2.37655362579761,1.6613206062504,1.69449452233738,5.21286653703619,3.86777059502572,3.93522423198299,2.38851080535504,264.019393175914,278.841633287885,0.3,0,0.7,0,1,"Alt-1e-04",0.25,0.5,100,0,1
100,50,50,2,2,100,98,2.34540151690903,1.63092116547398,1.68212620727543,5.12282921844726,3.83458644209282,3.95664364974014,2.31041614664824,256.31988409515,276.745269822476,0.306122448979592,1,0.693877551020408,0,1,"Alt-5e-04",0.25,0.5,100,0,1
100,50,50,2,2,100,98,2.33635235695199,1.61359390795129,1.68743538824717,5.06964184005431,3.75809994570555,4.00972905227866,2.26765733551976,253.089195938828,279.315391895816,0.306122448979592,1,0.693877551020408,0,1,"Alt-0.001",0.25,0.5,100,0,1
100,50,50,2,2,100,93,2.26926945945773,1.56386959164099,1.64411241301681,3.98856841689324,3.53776630310707,3.86184592442836,1.80311066868736,268.286056108398,279.514639932923,0.290322580645161,0.571428571428571,0.709677419354839,0.1,1,"Alt-0.005",0.25,0.5,100,0,1
100,50,50,2,2,100,86,2.29240938279345,1.68933975937279,1.53702268248704,2.97833291874906,3.31483246058799,3.29981017963784,2.00105278796582,288.439187194694,221.098729369176,0.325581395348837,0.857142857142857,0.674418604651163,0.0666666666666667,1,"Alt-0.01",0.25,0.5,100,0,1
100,50,50,2,2,100,53,2.17729397825483,1.48148774036099,1.59176918830089,3.10299020611245,2.98006783144025,3.47992840960688,1.48281932819688,242.224318978858,225.482743995049,0.358490566037736,0.765957446808511,0.641509433962264,0.366666666666667,1,"Alt-0.05",0.25,0.5,100,0,1
100,50,50,2,2,100,35,2.23971892593185,1.60095923105707,1.56605705434957,2.82046897398035,3.11171658494039,2.95286944322416,1.33997866659028,261.291673456256,197.466490905407,0.371428571428571,0.738461538461539,0.628571428571429,0.566666666666667,1,"Alt-0.1",0.25,0.5,100,0,1
100,50,50,2,2,100,4,2.29973553103478,1.61347529405788,1.63271651012261,2.6966562691831,3.07352597760305,3.01801011038722,1.22577845583681,246.976123937281,220.51963818854,0.75,0.71875,0.25,0.9,1,"Alt-0.5",0.25,0.5,100,0,1
100,50,50,2,2,100,100,3.3160487554039,2.45013372189592,2.22886944046574,11.2464246883886,7.47093536973937,7.83647764159631,4.99317534037297,570.737409298185,513.144907726685,0.3,0,0.7,0,1,"CCA-mean",0.25,0.5,100,0,1
100,50,50,2,2,100,100,3.26018912706345,2.37575742659178,2.2307861046216,10.8947022421032,7.37585628463807,7.93752721414922,4.6133485661138,533.442272184876,504.342474116707,0.3,0,0.7,0,1,"CCA-median",0.25,0.5,100,0,1
